DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB01931,"Dcka, 5,7-Dichlorokynurenic Acid",,SmallMoleculeDrug,,,1779,46504992,,,DK1,,,,"",,,,,,1714,,
DB01932,5-Methylpyrrole,616-43-3,SmallMoleculeDrug,,,12023,46508647,,,5MP,,,,"",,,,,,,,
DB01933,7-Hydroxystaurosporine,112953-11-4,SmallMoleculeDrug,,,46936262,46508077,,,UCN,,,,"",,,,,,3807315,17054,DCL001064
DB01934,"N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide",,SmallMoleculeDrug,,,46936263,46509042,,,ARY,,,,"",,,,,,16743842,,
DB01935,3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid,,SmallMoleculeDrug,,,657144,46508282,,,RRT,,,,"",,,,,,571332,,
DB01936,Ribose,50-69-1,SmallMoleculeDrug,C08353,,9996708,46504941,16988,,RIB,,,,"",,,Ribose,,,968,,
DB01937,Guanosine-2'-Monophosphate,,SmallMoleculeDrug,,,46936264,46506277,,,2GP,,,,"",,,,,,,,
DB01938,L-Histidine Beta Naphthylamide,,SmallMoleculeDrug,,,6541406,46505793,,,HBN,,,,"",,,,,,16744024,,
DB01939,5-Amidino-Benzimidazole,,SmallMoleculeDrug,,,1800,46509109,,,ABI,,,,"",,,,,,1734,,
DB01940,Balanol Analog 2,,SmallMoleculeDrug,,,46936265,46509073,,,BD2,,,,"",,,,,,4450051,3150,
DB01941,"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",,SmallMoleculeDrug,,,3922,46505129,,,LG2,,,,"",,,,,,3785,,
DB01942,Formic Acid,64-18-6,SmallMoleculeDrug,C00058,"",284,46508355,30751,PA449705,FMT,"","","",5235,"","",Formic_Acid,,,278,,
DB01944,(S)-blebbistatin,"",SmallMoleculeDrug,"","",5287792,46507910,"","",BIT,"","","","","","",,,,4450090,,
DB01945,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,,SmallMoleculeDrug,,,46936267,46505797,,,MZP,,,,"",,,,,,4352367,,
DB01946,"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione",,SmallMoleculeDrug,,,2403,46508045,,,BI8,,,,"",,,,,,2310,,
DB01947,RU78262,,SmallMoleculeDrug,,,5287463,46507112,,,262,,,,"",,,,,,4449840,14680,
DB01948,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",,SmallMoleculeDrug,,,447725,46505375,,,358,,,,"",,,,,,394740,15242,
DB01949,"2-Amino-N,3,3-Trimethylbutanamide",,SmallMoleculeDrug,,,445856,46505920,,,BUM,,,,"",,,,,,2736708,,
DB01950,"N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea",,SmallMoleculeDrug,,,448014,46507570,,,TMU,,,,"",,,,,,394949,,
DB01951,Gpi-1046,,SmallMoleculeDrug,,,445501,46506804,,,GPI,,,,"",,,,,,393125,23334,
DB01952,"1,N6-Ethenoadenine",13875-63-3,SmallMoleculeDrug,,,104994,46507510,29146,,EA1,,,,"",,,,,,,,
DB01953,Inhibitor of P38 Kinase,"",SmallMoleculeDrug,"","",27934,46506330,"","",L12,"","","","","","","","",,25987,13346,
DB01954,4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]-2-Pyrrolidinone,61413-54-5,SmallMoleculeDrug,,D01783,448055,46508075,,,ROL,,,,"",,,,,,394978,50042056,
DB01955,"1,4-Butanediol",110-63-4,SmallMoleculeDrug,"","",8064,46506248,41189,"",BU1,,,,"","","","1,4-Butanediol","",,13835209,,DAP000983
DB01956,2-Aminoethanesulfonic Acid,107-35-7,SmallMoleculeDrug,C00245,D00047,1123,46506189,15891,,TAU,,,,"",,,,,,1091,,
DB01957,3-Chlorophenol,108-43-0,SmallMoleculeDrug,C14270,,7933,46507192,38855,,3CH,,,,"",,,,,,13875432,,
DB01958,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",,SmallMoleculeDrug,,,3537,46504477,,,TQ5,,,,"",,,,,,3416,18047,
DB01959,"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",,SmallMoleculeDrug,,,656969,46507758,,,7DE,,,,"",,,,,,571205,14798,
DB01960,7n-Methyl-8-Hydroguanosine-5'-Diphosphate,,SmallMoleculeDrug,,,46936268,46506566,,,M7G,,,,"",,,,,,,,
DB01961,Cytidine-3'-Monophosphate,,SmallMoleculeDrug,,,6328756,46508759,53013,,C3P,,,,"",,,,,,225079,,
DB01962,Phosphonotyrosine,21820-51-9,SmallMoleculeDrug,C06501,,30819,46507690,37788,,PTR,,,,"",,,,,,3781655,22597,
DB01963,Phenylethane Boronic Acid,34420-17-2,SmallMoleculeDrug,,,65389,46505107,,,PBA,,,,"",,,,,,58857,26142,
DB01964,AL5424,,SmallMoleculeDrug,,,444612,46507207,,,AL2,,,,"",,,,,,392493,,
DB01965,"2'-Deoxyuridine 5'-Alpha,Beta-Imido-Triphosphate",,SmallMoleculeDrug,,,46936269,46504919,,,DUP,,,,"",,,,,,,,
DB01966,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,"",SmallMoleculeDrug,"","",17754131,46507524,"","",PEH,"","","","","","",,,,92622,,
DB01967,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",,SmallMoleculeDrug,,,11987780,46506782,,,WAC,,,,"",,,,,,10160257,,
DB01968,2-Thioethenamine,,SmallMoleculeDrug,,,5806800,46505182,,,TEE,,,,"",,,,,,2617384,,
DB01969,Trifluoroacetonyl Coenzyme A,,SmallMoleculeDrug,,,46936270,46506152,,,COF,,,,"",,,,,,3817998,,
DB01970,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",,SmallMoleculeDrug,,,46936271,46508384,,,HG9,,,,"",,,,,,20016575,,
DB01971,trans-urocanic acid,104-98-3,SmallMoleculeDrug,C00785,"",736715,46504955,30817,"",URO,,,,"","","",,"",,,,
DB01972,Guanosine-5'-Monophosphate,85-32-5,SmallMoleculeDrug,C00144,,5748251,46504973,17345,,5GP,,,,"",,,,,,,,
DB01973,O-Benzylsulfonyl-Serine,,SmallMoleculeDrug,,,17754162,46506745,,,SEB,,,,"",,,,,,2600330,,
DB01974,"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",,SmallMoleculeDrug,,,46936272,46508703,,,143,,,,"",,,,,,3667359,,
DB01975,AMPCPR,"",SmallMoleculeDrug,"","",46936273,46508105,"","",ADV,"","","","","","",,"",,3669582,,
DB01976,Aminoanthracene,62813-37-0,SmallMoleculeDrug,,,11885,46507770,,,ANC,,,,"",,,,,,11392,,
DB01977,6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,,SmallMoleculeDrug,,,447732,46504984,,,675,,,,"",,,,,,394745,50138670,
DB01978,"7,9-Dimethylguanine",55235-22-8,SmallMoleculeDrug,,,414013,46504672,,,NDM,,,,"",,,,,,366575,,
DB01979,Methyl alpha-D-mannoside,25281-48-5,SmallMoleculeDrug,"","",101798,46507488,43943,"",MMA,,,,"","","",,"",,,,
DB01980,Para-Iodo-D-Phenylalanine Hydroxamic Acid,,SmallMoleculeDrug,,,5288643,46507696,,,IPO,,,,"",,,,,,4450764,,
DB01981,"3,6-Anhydro-D-Galactose-2-Sulfate",,SmallMoleculeDrug,,,46936274,46506711,,,DGS,,,,"",,,,,,11207683,,
DB01982,D-Mannuronic Acid,1986-14-7,SmallMoleculeDrug,C02024,,26470759,46506836,16224,,MAV,,,,"",,,,,,,,
DB01983,2(S)-Amino-6-Boronohexanoic Acid,,SmallMoleculeDrug,,,444965,46506382,40520,,ABH,,,,"",,,,,,1429,,
DB01984,4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid,,SmallMoleculeDrug,,,46936275,46507473,,,DKT,,,,"",,,,,,3820626,,
DB01985,N-Alpha-L-Acetyl-Arginine,,SmallMoleculeDrug,,,67427,46508435,,,AAG,,,,"",,,,,,92866,,
DB01986,3-Fluoro-2-Methyl-Aniline,,SmallMoleculeDrug,,,285553,46506560,,,FLM,,,,"",,,,,,251695,,
DB01987,Thiamin Diphosphate,154-87-0,SmallMoleculeDrug,C00068,,5431,46504577,18290,,TDP,,,,"",,,,,,5238,,
DB01988,6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine,,SmallMoleculeDrug,,,4369379,46506846,,,6NP,,,,"",,,,,,9772500,,
DB01989,Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome,,SmallMoleculeDrug,,,46936276,46506751,,,PKF,,,,"",,,,,,2559324,,
DB01990,Cholesterol-Sulfate,,SmallMoleculeDrug,,,46936278,46507419,,,C3S,,,,"",,,,,,3467086,,
DB01991,Tu-514,,SmallMoleculeDrug,,,46936279,46506311,,,TUX,,,,"",,,,,,2631225,,
DB01992,Coenzyme A,85-61-0,SmallMoleculeDrug,C00010,"",46936280,46507023,15346,"",COA,,,,"","","",Coenzyme_A,"",,311,,
DB01993,N-(5'-Phosphopyridoxyl)-D-Alanine,,SmallMoleculeDrug,,,446862,46505701,44743,,PDD,,,,"",,,,,,393027,,
DB01994,"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol",,SmallMoleculeDrug,,,1522,46509021,,,PPZ,,,,"",,,,,,1468,,
DB01995,5-Methylcytidine-5'-Monophosphate,,SmallMoleculeDrug,,,5748377,46507228,,,5MC,,,,"",,,,,,3668589,,
DB01996,3-Methylpyridine,108-99-6,SmallMoleculeDrug,,,7970,46507201,32546,,3MP,,,,"",,,,,,21106520,,
DB01997,3-Bromo-7-Nitroindazole,,SmallMoleculeDrug,,,1649,46507791,,,INE,,,,"",,,,,,,,
DB01998,"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol",,SmallMoleculeDrug,,,46936281,46507361,,,SUM,,,,"",,,,,,2610458,,
DB01999,"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",,SmallMoleculeDrug,,,5289350,46505956,,,SFP,,,,"",,,,,,,,
DB02000,Gamma-Phenyl-Butyric Acid,,SmallMoleculeDrug,,,4775,46506332,,,CLT,,,,"",,,,,,4611,,
DB02001,"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",,SmallMoleculeDrug,,,3534,46507893,,,TQ6,,,,"",,,,,,3414,18048,
DB02002,2-Aminoprop-2-Enamide,,SmallMoleculeDrug,,,3332061,46507504,,,PYT,,,,"",,,,,,2579132,,
DB02003,"Delta-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii)",,SmallMoleculeDrug,,,46936282,46504467,,,DRU,,,,"",,,,,,,,
DB02004,"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine",,SmallMoleculeDrug,,,448436,46506717,,,5AP,,,,"",,,,,,395235,11593,
DB02005,2-Oxo-3-Pentenoic Acid,,SmallMoleculeDrug,,,5780665,46504701,,,OXP,,,,"",,,,,,2527183,,
DB02006,Br-Coeleneterazine,,SmallMoleculeDrug,,,46936283,46508315,,,CZB,,,,"",,,,,,,,
DB02007,Alpha-D-Glucose-6-Phosphate,,SmallMoleculeDrug,C00668,,46936284,46505235,17665,,G6P,,,,"",,,,,,203,,
DB02008,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,,SmallMoleculeDrug,,,447371,46504933,,,FTB,,,,"",,,,,,394495,,
DB02009,"L-756,423",,SmallMoleculeDrug,,,46936285,46508445,,,L75,,,,"",,,,,,4167,,
DB02010,Staurosporine,62996-74-1,SmallMoleculeDrug,C02079,,44120114,46504923,15738,PA165109623,STO,,,,"",,,Staurosporine,,,5089,2579,DNC001380
DB02011,N-(Phosphonoacetyl)-L-Ornithine,63446-55-9,SmallMoleculeDrug,,,124992,46505486,,,PAO,,,,"",,,,,,2535663,,
DB02013,Monoazido-Mu-Oxo-Diiron,,SmallMoleculeDrug,,,4475494,46507590,,,FEA,,,,"",,,,,,21542356,,
DB02014,Compound 9,"",SmallMoleculeDrug,"","",447994,46506116,"","",234,"","","","","","",,,,394932,13990,
DB02015,Dihydrofolic Acid,4033-27-6,SmallMoleculeDrug,C00415,,16219270,46508318,15633,,DHF,,,,"",,,,,,641,50004473,
DB02016,R048-8071,161582-11-2,SmallMoleculeDrug,,,1949,46505901,,,R71,,,,"",,,,,,1873,,
DB02017,Imidazole-Derived Cellobiose,,SmallMoleculeDrug,,,46936286,46509160,,,IDC,,,,"",,,,,,3825352,,
DB02018,Amido Phenyl Pyruvic Acid,,SmallMoleculeDrug,,,2138,46506242,,,APA,,,,"",,,,,,2053,,
DB02019,Acetyl Dithranol,,SmallMoleculeDrug,,,4471188,46504623,33092,,ADL,,,,"",,,,,,3669580,,
DB02020,Alrestatin,51411-04-2,SmallMoleculeDrug,,,2120,46508635,,,ALR,,,,"",,,,,,2036,,
DB02021,Fidarestat,136087-85-9,SmallMoleculeDrug,,,449156,46505893,,,FID,,,,"",,,,,,3232,16512,DCL000311
DB02022,4-Amino-5-Hydroxymethyl-2-Methylpyrimidine,73-67-6,SmallMoleculeDrug,C01279,,777,46508420,16892,,HMH,,,,"",,,,,,756,,
DB02023,8-Oxo-2'-Deoxy-Guanosine-5'-Monophosphate,,SmallMoleculeDrug,,,46936287,46508434,,,8OG,,,,"",,,,,,,,
DB02024,3-phenylpropionic acid,501-52-0,SmallMoleculeDrug,C05629,"",107,46506078,28631,"",HCI,"","","","","","",,,,10181339,,
DB02025,L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine,,SmallMoleculeDrug,C05556,,448130,46506598,28496,,ACV,,,,"",,,,,,3726,,
DB02026,"Furo[2,3d]Pyrimidine Antifolate",,SmallMoleculeDrug,,,46936288,46506042,,,COE,,,,"",,,,,,3321,,
DB02027,N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine,,SmallMoleculeDrug,,,656911,46504827,,,DP3,,,,"",,,,,,19561650,21960,
DB02028,"L-Alpha-Glycerophospho-D-Myo-Inositol-4,5-Bis-Phosphate",,SmallMoleculeDrug,,,46936289,46505118,,,IBS,,,,"",,,,,,3824993,,
DB02029,N-Cyclohexyl-N'-(4-Iodophenyl)Urea,,SmallMoleculeDrug,,,4357,46508430,,,CIU,,,,"",,,,,,4204,,
DB02030,Alpha-Ribazole-5'-Phosphate,,SmallMoleculeDrug,,,46936290,46504584,16837,,RBZ,,,,"",,,,,,207,,
DB02031,"(6s)-5,6,7,8-Tetrahydrofolate",135-16-0,SmallMoleculeDrug,C00101,,46936291,46508587,15635,,THG,,,,"",,,,,,,,
DB02032,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,,SmallMoleculeDrug,,,688267,46505775,,,MCO,,,,"",,,,,,599746,50140754,
DB02033,"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",,SmallMoleculeDrug,,,54687250,46504807,,,INU,,,,"",,,,,,14020654,763,
DB02034,Swainsonine,72741-87-8,SmallMoleculeDrug,C10173,,10975968,46506581,,,SWA,,,,"",,,Swainsonine,,,5170,,
DB02035,1-Hexadecylsulfonyl Fluoride,,SmallMoleculeDrug,,,3572,46507026,32911,,HSF,,,,"",,,,,,3448,,
DB02036,"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",,SmallMoleculeDrug,,,448475,46508836,,,GNR,,,,"",,,,,,395263,,
DB02037,"2,4-Diamino-4,6-Dihydroxypyrimidine",,SmallMoleculeDrug,,,2733981,46506204,,,DDP,,,,"",,,,,,2015743,,
DB02038,"D-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate",,SmallMoleculeDrug,,,445005,46509108,,,DCS,,,,"",,,,,,2828,,
DB02039,S-Acetyl-Cysteine,,SmallMoleculeDrug,,,15648760,46505017,,,SCY,,,,"",,,,,,2600328,,
DB02041,4-Aminophthalhydrazide,,SmallMoleculeDrug,,,95014,46508392,,,APZ,,,,"",,,,,,393041,,
DB02042,2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,,SmallMoleculeDrug,,,90255,46507262,,,1PG,,,,"",,,,,,81480,,
DB02043,"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",,SmallMoleculeDrug,,,46936292,46508792,60724,,LHG,,,,"",,,,,,58653,,
DB02044,N-(3-(Aminomethyl)Benzyl)Acetamidine,,SmallMoleculeDrug,,,1433,46507793,,,14W,,,,"",,,,,,1389,50226527,
DB02045,Amylamine,110-58-7,SmallMoleculeDrug,,,8060,46504924,,,AML,,,,"",,,,,,7769,,
DB02046,N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,,SmallMoleculeDrug,,,449500,46505506,,,FLX,,,,"",,,,,,396015,,
DB02047,"2-(1,1'-Biphenyl-4-Yl)Propanoic Acid",,SmallMoleculeDrug,,,448006,46508140,,,BFL,,,,"",,,,,,394942,,
DB02048,"1,2,4-Triazole-Carboxamidine",,SmallMoleculeDrug,,,3387240,46504690,,,TZC,,,,"",,,,,,2632200,,
DB02049,2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,,SmallMoleculeDrug,,,5111,46508760,,,CBP,,,,"",,,,,,4931,,
DB02051,3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester,,SmallMoleculeDrug,,,46936293,46505415,,,VS3,,,,"",,,,,,2641048,,
DB02052,Indirubin-3'-Monoxime,,SmallMoleculeDrug,,,5326739,46507166,,,IXM,,,,"",,,,,,21105558,7393,DNC000796
DB02053,Ribose-5-Phosphate,4151-19-3,SmallMoleculeDrug,C00117,,448027,46507722,17797,,R5P,,,,"",,,,,,2133,,
DB02054,Gabaculine,87980-11-8,SmallMoleculeDrug,C12110,,7419,46506914,,,GAB,,,,"",,,,,,7141,,DNC000669
DB02055,N-Butyl-Benzenesulfonamide,3622-84-2,SmallMoleculeDrug,,,19241,46505191,,,NBB,,,,"",,,,,,18156,,
DB02056,"(5e,13e)-9,15-Dihydroxy-11-Oxoprosta-5,13-Dien-1-Oicacid",41598-07-6,SmallMoleculeDrug,C00696,,448457,46504574,15555,,PG2,,,,"",,,,,,395250,,
DB02057,AMPA,1066-51-9,SmallMoleculeDrug,C11033,"",158397,46505942,28812,"",AMQ,"","","","","","",AMPA,,,1184,,
DB02058,SU4984,,SmallMoleculeDrug,,,17754180,46508294,,,SU2,,,,"",,,,,,16744209,50268194,DNC001385
DB02059,Adenosine-5-Diphosphoribose,"",SmallMoleculeDrug,"","",447048,46508870,"","",APR,,,,"","","",,"",,187,,
DB02060,Cyclohexanone,108-94-1,SmallMoleculeDrug,C00414,"",7967,46505038,17854,"",CYH,"","","","","","",Cyclohexanone,,,7679,6,
DB02061,Cellobiose,16462-44-5,SmallMoleculeDrug,C00185,,46936190,46505046,17057,,CBI,,,,"",,,Cellobiose,,,288,,
DB02062,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",,SmallMoleculeDrug,,,5478838,46508788,,,BIR,,,,"",,,,,,4585985,,
DB02063,CRA_16847,"",SmallMoleculeDrug,"","",23646721,46504465,"","",847,"","","","","","",,,,,,
DB02065,4-Deoxylactose,,SmallMoleculeDrug,,,46936294,46506293,,,DEL,,,,"",,,,,,3819718,,
DB02066,N7-Methyl-Formycin A,,SmallMoleculeDrug,,,46936295,46508364,,,FM1,,,,"",,,,,,,,
DB02067,Triglu-5-Formyl-Tetrahydrofolate,,SmallMoleculeDrug,,,46936296,46506661,,,TGF,,,,"",,,,,,,,
DB02068,Delta-Amino Valeric Acid,,SmallMoleculeDrug,,,449593,46505369,,,DAV,,,,"",,,,,,396072,,
DB02069,N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide,"",SmallMoleculeDrug,"","",4290,46505771,"","",FSB,"","","","","","",,,,4139,12014,
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,,SmallMoleculeDrug,C01718,,161166,46507622,28683,,KYN,,,,"",,,,,,823,31880,
DB02071,WAY-151693,"",SmallMoleculeDrug,"","",4368,46508910,"","",WAY,"","","","","","",,,,4215,,
DB02072,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",,SmallMoleculeDrug,,,1521,46505435,,,COL,,,,"",,,,,,1467,,
DB02073,Biliverdine Ix Alpha,114-25-0,SmallMoleculeDrug,C00500,,5353439,46505998,17033,,BLA,,,,"",,,,,,,,
DB02074,Butenoic Acid,107-93-7,SmallMoleculeDrug,,,637090,46505990,22959,,BEO,,,,"",,,,,,18375,,
DB02075,"(1s)-1(9-Deazahypoxanthin-9yl)1,4-Dideoxy-1,4-Imino-D-Ribitol-5-Phosphate",,SmallMoleculeDrug,,,46936297,46507599,,,IRP,,,,"",,,,,,,,
DB02076,6-Phosphogluconic Acid,"",SmallMoleculeDrug,"","",22820300,46506816,48928,"",6PG,"","","","","","",,,,409,,
DB02077,L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide,,SmallMoleculeDrug,,,656912,46507698,,,DP9,,,,"",,,,,,3821230,21961,
DB02078,1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,,SmallMoleculeDrug,,,8189,46505275,44842,,PG5,,,,"",,,,,,13835222,,
DB02079,(Aminooxy)Acetic Acid,2921-14-4,SmallMoleculeDrug,,,286,46507597,,,AOA,,,,"",,,,,,280,,
DB02080,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",,SmallMoleculeDrug,,,446308,46506840,,,TRT,,,,"",,,,,,393701,,
DB02081,Bis-Benzamidine,,SmallMoleculeDrug,,,12374050,46504495,,,BBA,,,,"",,,,,,1454,,
DB02082,Phosphoaminophosphonic Acid Guanylate Ester,,SmallMoleculeDrug,,,46936298,46506592,,,GTN,,,,"",,,,,,,,
DB02083,Dimethylglycine,1118-68-9,SmallMoleculeDrug,C01026,,673,46507083,17724,,DMG,,,,"",,,Dimethylglycine,,,653,,
DB02084,CRA_17312,,SmallMoleculeDrug,,,46936299,46506094,,,312,,,,"",,,,,,,,
DB02085,1-Aminocyclopropanecarboxylic Acid,22059-21-8,SmallMoleculeDrug,C01234,,535,46505058,18053,,1AC,,,,"",,,,,,520,,
DB02086,"(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium",,SmallMoleculeDrug,,,5460502,46507157,30287,,TTO,,,,"",,,,,,4574013,,
DB02087,"3,5-Difluorobenzenesulfonamide",,SmallMoleculeDrug,,,446275,46506239,32407,,FBU,,,,"",,,,,,393677,,
DB02088,Norleucine Phosphonate,,SmallMoleculeDrug,,,444720,46507940,,,NLP,,,,"",,,,,,247713,,
DB02089,CP-526423,"",SmallMoleculeDrug,"","",445383,46504966,"","",CP4,"","","","","","",,,,,,
DB02090,A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,,SmallMoleculeDrug,,,17754156,46508659,,,S80,,,,"",,,,,,16744190,,
DB02091,"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",,SmallMoleculeDrug,,,447956,46506617,,,CK2,,,,"",,,,,,394901,8037,
DB02092,Cholesteryl Linoleate,604-33-1,SmallMoleculeDrug,C15441,,46936301,46505702,41509,,CLL,,,,"",,,,,,197493,,
DB02093,5-Phospho-D-Arabinohydroxamic Acid,,SmallMoleculeDrug,,,46936302,46508349,,,PAN,,,,"",,,,,,2535662,,
DB02094,N-2-Thiophen-2-Yl-Acetamide Boronic Acid,,SmallMoleculeDrug,,,2671,46505608,,,CTB,,,,"",,,,,,2570,,
DB02095,Isatin,91-56-5,SmallMoleculeDrug,C11129,"",7054,46507369,27539,"",ISN,"","","","","","",Isatin,,,6787,11022,
DB02096,FR221647,"",SmallMoleculeDrug,"","",447340,46507568,"","",FR2,"","","","","","",,"",,394470,,
DB02097,Cytidine,,SmallMoleculeDrug,,,453552,46507502,17562,,CTN,,,,"",,,,,,576,,
DB02098,Adenosine-2'-5'-Diphosphate,,SmallMoleculeDrug,,,6102530,46504615,,,A2P,,,,"",,,,,,1949,11941,
DB02099,S-azabisabolene,"",SmallMoleculeDrug,"","",5289326,46508851,"","",SAZ,"","","","","","",,,,16744174,,
DB02100,Methyl alpha-galactoside,34004-14-3,SmallMoleculeDrug,"","",76935,46508583,"","",AMG,"","","","","","",,"",,,,
DB02101,Fidarestat(Stereoisomer),,SmallMoleculeDrug,,,449156,46506217,,,FIS,,,,"",,,,,,3232,,
DB02102,DMP450,"",SmallMoleculeDrug,"","",46936303,46504938,"","",DMQ,,,,"","","",,"",,3026,151,
DB02103,2-Chlorodideoxyadenosine,114849-58-0,SmallMoleculeDrug,,,72194,46506919,,,CDY,,,,"",,,,,,65165,,
DB02104,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",,SmallMoleculeDrug,,,447815,46508492,,,CO4,,,,"",,,,,,394797,,
DB02105,"3,5-Dinitrocatechol",,SmallMoleculeDrug,,,3870203,46507481,,,DNC,,,,"",,,,,,3094995,,
DB02106,"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",,SmallMoleculeDrug,,,17753786,46505732,,,442,,,,"",,,,,,4449873,,
DB02107,Leucine - Reduced Carbonyl,,SmallMoleculeDrug,,,642324,46507789,,,2LU,,,,"",,,,,,7620,,
DB02108,2-Aminoethanimidic Acid,,SmallMoleculeDrug,,,4471892,46505480,,,AEM,,,,"",,,,,,13536572,,
DB02109,Hadacidin,,SmallMoleculeDrug,,,12717,46505891,,,HDA,,,,"",,,,,,12194,,DNC000723
